show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_int
8324,Movie,The Good Catholic,Paul Shoulberg,Zachary Spicer,United States,2018-01-24,2017,PG-13,97 min,"Comedies, Dramas, Romantic Movies",A young priest’s faith is tested when he finds himself attracted to a woman he meets at confession and his ideals are shaken to the core.,97
8325,Movie,The Good Neighbor,Kasra Farahani,James Caan,United States,2016-12-05,2016,TV-MA,97 min,"Dramas, Independent Movies, Thrillers","Two tech-savvy teens plot to fool a cranky old neighbor into believing his house is haunted, but their cruel prank soon takes some unexpected turns.",97
8326,Movie,"The Goods: Live Hard, Sell Hard",Neal Brennan,Jeremy Piven,United States,2019-11-20,2009,R,89 min,Comedies,"Hired to rescue a flagging car dealership during a major sale, a fast-talking closer spends his days on the lot and his nights at local strip clubs.",89
8327,Movie,The Gospel of John,David Batty,Selva Rasalingam,"United Kingdom, United States, Morocco",2018-10-20,2014,TV-14,161 min,"Dramas, Faith & Spirituality","In the first of four word-for-word film adaptations, Aramaic-speaking actors re-create the stories of Jesus' life from the fourth gospel.",161
8328,Movie,The Gospel of Luke,David Batty,Selva Rasalingam,"United States, United Kingdom, Morocco",2018-10-19,2015,TV-14,205 min,"Dramas, Faith & Spirituality",Word-for-word Bible texts of the entire book of Luke are narrated and re-enacted in this epic production of the Gospel's accounts of Jesus's life.,205
8333,Movie,The Great Gambler,Shakti Samanta,Amitabh Bachchan,India,2019-12-31,1979,TV-14,161 min,"Action & Adventure, Classic Movies, Cult Movies","After unwittingly using his skills to obtain military secrets, a gambler is pursued by a police officer who happens to be his doppelgänger.",161
8334,Movie,The Great Raid,John Dahl,Benjamin Bratt,"United States, Australia",2019-11-01,2005,R,133 min,"Action & Adventure, Dramas","In World War II, a battalion goes on a daring rescue mission to liberate the Americans and Filipinos who've been captured by the Japanese.",133
8336,Movie,The Green Hornet,Michel Gondry,Seth Rogen,United States,2020-04-18,2011,PG-13,119 min,"Action & Adventure, Comedies","A hard-partying heir dons a disguise to fight crime after hours. But with no talents or skills, he relies on his friend, a martial-arts genius.",119
8338,Movie,The Hatred,Michael G. Kehoe,Sarah Davenport,United States,2017-12-11,2017,R,94 min,Horror Movies,Four young women head to a country house for an idyllic weekend retreat. But what lies in store for them is far from the dreamy getaway they imagined.,94
8339,Movie,The Haunting of Molly Hartley,Mickey Liddell,Haley Bennett,United States,2018-10-04,2008,PG-13,85 min,"Horror Movies, Thrillers","A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her.",85
8340,Movie,The Healer,Paco Arango,Oliver Jackson-Cohen,"Spain, Canada, United States",2020-06-01,2017,TV-14,108 min,"Children & Family Movies, Dramas, Faith & Spirituality","A handyman who has hit rock bottom agrees to live with his distant uncle, who insists that his ability to fix things extends beyond the repair shop.",108
8341,Movie,The Heat: A Kitchen (R)evolution,Maya Gallus,Unknown,Canada,2019-05-07,2018,TV-MA,71 min,Documentaries,Seven female chefs describe what it’s like breaking into the restaurant industry's notorious boys' club.,71
8342,Movie,The Help,Tate Taylor,Emma Stone,United States,2020-06-01,2011,PG-13,147 min,Dramas,"A young, white writer stirs up the status quo in 1960s Mississippi by interviewing Black housemaids and bringing their stories to the masses.",147
8343,Movie,The Heretics,Chad Archibald,Nina Kiri,Canada,2019-09-04,2017,TV-MA,88 min,Horror Movies,A withdrawn young woman hunted by a malicious cult is abducted by a brooding stranger and undergoes a bizarre transformation.,88
8344,Movie,The Heroes of Evil,Zoe Berriatúa,Emilio Palacios,Spain,2016-06-01,2015,TV-MA,99 min,"Dramas, International Movies","Three teenage misfits find camaraderie in sex, violence and petty crime. But what starts as a lark soon threatens to damage them beyond repair.",99
8345,Movie,The Heyday of the Insensitive Bastards,"Mark Columbus, Lauren Hoekstra, Sarah Kruchowski, Ryan Moody, Simon Savelyev, Vanita Shastry, Shadae Lamar Smith, Jeremy David White",James Franco,United States,2018-02-26,2017,TV-MA,96 min,"Dramas, Independent Movies",An all-star cast brings to life the short stories of author Robert Boswell in this anthology series of vignettes set in modern-day America.,96
8346,Movie,The Hollow Point,Gonzalo López-Gallego,Patrick Wilson,United States,2017-03-16,2016,R,97 min,Action & Adventure,New straight-arrow sheriff Wallace finds he must join forces with brutal ex-lawman Leland to protect a troubled border town from a cartel hit man.,97
8347,Movie,The Holy Man,Note Chern-Yim,Pongsak Pongsuwan,Thailand,2018-07-25,2005,TV-14,92 min,"Comedies, Faith & Spirituality, International Movies","Formerly a troubled youth, a monk is given charge of a Buddhist temple neglected by superstitious villagers under the spell of a fake psychic.",92
8349,Movie,The House on Coco Road,Damani Baker,Unknown,United States,2017-06-30,2016,TV-14,79 min,Documentaries,"This film chronicles the journey of Fannie Haughton, an Oakland activist who fled to Grenada with her family just prior to the U.S. invasion in 1983.",79
8351,Movie,The Human Factor: The Untold Story of the Bombay Film Orchestras,Rudradeep Bhattacharjee,Unknown,India,2017-04-01,2013,TV-PG,53 min,"Documentaries, International Movies, Music & Musicals",A family of Parsi musicians collectively works for over 60 years scoring the orchestral soundtracks for some of Bollywood's most memorable films.,53
8352,Movie,The Humanity Bureau,Rob W. King,Nicolas Cage,Canada,2018-12-18,2017,R,94 min,"Action & Adventure, Sci-Fi & Fantasy","In a dystopian, near-future United States, a deportation caseworker who has begun to question authority tries to safeguard a woman and her young son.",94
8353,Movie,The Hundred-Foot Journey,Lasse Hallström,Helen Mirren,"United States, India, United Arab Emirates",2019-01-31,2014,PG,123 min,"Comedies, Dramas","A chef and his family leave India to open an eatery in the south of France, where they clash with the haughty restaurateur across the street.",123
8355,Movie,The Hurricane Heist,Rob Cohen,Toby Kebbell,"United Kingdom, United States",2018-09-26,2018,PG-13,103 min,Action & Adventure,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.,103
8356,Movie,The Hurt Business,Vlad Yudin,Kevin Costner,United States,2017-02-01,2016,PG-13,111 min,"Documentaries, Sports Movies","Featuring legendary and up-and-coming MMA fighters, this documentary details the history of the brutal sport and the fighters' struggles and triumphs.",111
8357,Movie,The Imaginarium of Doctor Parnassus,Terry Gilliam,Heath Ledger,"United Kingdom, Canada, France, United States",2019-03-08,2009,PG-13,123 min,"Action & Adventure, Sci-Fi & Fantasy","When a deal with the devil comes due, the immortal Doctor Parnassus must renegotiate the pact to save his daughter and right the wrongs of his past.",123
8359,Movie,The Incident,Isaac Ezban,Raúl Méndez,Mexico,2017-06-19,2014,TV-MA,100 min,"International Movies, Sci-Fi & Fantasy, Thrillers","Two criminals race down a stairwell, a cop close behind. A bickering family begins a road trip. Their journeys will take far longer than expected.",100
8360,Movie,The Incredible Story of the Giant Pear,"Philip Einstein Lipski, Jørgen Lerdam, Amalie Næsby Fick",Paul Tylak,Denmark,2019-03-01,2018,TV-G,75 min,Children & Family Movies,"Sebastian the elephant and his feline friend Mithco sail on a gigantic peach to rescue Sunnytown's beloved mayor, who's stranded on a mysterious island.",75
8361,Movie,The Incredibles 2,Brad Bird,Craig T. Nelson,United States,2019-01-30,2018,PG,118 min,"Children & Family Movies, Comedies","When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting.",118
8362,Movie,The Indian in the Cupboard,Frank Oz,Hal Scardino,United States,2020-11-01,1995,PG,96 min,"Children & Family Movies, Dramas","A boy receives a wooden cupboard, antique keys and an Iroquois warrior figurine for his birthday. The figurine comes to life overnight in the cabinet.",96
8363,Movie,The Informant!,Steven Soderbergh,Matt Damon,United States,2018-08-01,2009,R,108 min,"Comedies, Dramas","While gathering evidence against his employer to help the FBI build a price-fixing case, Mark Whitacre begins to piece together a fantasy world.",108
8364,Movie,The Intent,"Femi Oyeniran, Kalvadour Peterson",Dylan Duffus,United Kingdom,2017-05-15,2016,TV-MA,99 min,"Dramas, International Movies, Thrillers","After burgeoning criminal Gunz joins the increasingly violent TIC crew, the gang finds itself dealing with threats from all sides.",99
8365,Movie,The Intent 2: The Come Up,"Femi Oyeniran, Nicky Slimting Walker",Justin Clarke Samuel,United Kingdom,2019-02-21,2018,TV-MA,103 min,"Dramas, International Movies","During a trip to Jamaica, a London gang targets a disloyal member who has been meeting with rivals. Meanwhile, an undercover cop stands among them.",103
8366,Movie,The Invention of Lying,"Ricky Gervais, Matthew Robinson",Ricky Gervais,United States,2020-01-01,2009,PG-13,99 min,"Comedies, Romantic Movies","In a world where no one fibs, a screenwriter gains fame and fortune – and maybe the girl of his dreams – by saying things that aren't true.",99
8368,Movie,The Invitation,Karyn Kusama,Logan Marshall-Green,United States,2016-07-08,2015,TV-MA,100 min,"Horror Movies, Independent Movies, Thrillers","A man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions.",100
8370,Movie,The Iron Lady,Phyllida Lloyd,Meryl Streep,"United Kingdom, France",2019-07-07,2011,PG-13,105 min,"Dramas, International Movies","Margaret Thatcher, the first female prime minister of Britain, navigates a career destined to change the rules of leadership and politics.",105
8371,Movie,The Jack King Affair,"Benjamin Cohen, Nicolas Cotto",Unknown,France,2018-01-02,2015,TV-14,52 min,"Documentaries, International Movies",This documentary explores a bold World War II operation in which an MI5 agent infiltrated a fascist network to intercept stolen documents.,52
8373,Movie,The Jane Austen Book Club,Robin Swicord,Maria Bello,United States,2019-03-08,2007,PG-13,106 min,"Comedies, Dramas, Romantic Movies",Six book club members find their lives resemble a modern-day version of Jane Austen's novels in this drama.,106
8375,Movie,The Jungle School,Riri Riza,Prisia Nasution,Indonesia,2018-10-30,2013,TV-PG,90 min,"Dramas, International Movies",An idealistic young woman travels to the jungles of Indonesia to teach literacy – and much more – to local children.,90
8376,Movie,The Keeping Hours,Karen Moncrieff,Lee Pace,United States,2018-09-01,2017,PG-13,95 min,"Dramas, Thrillers","Years after the death of their only child and subsequent divorce, a couple discovers that their son's ghost continues to inhabit their former home.",95
8378,Movie,The King's Speech,Tom Hooper,Colin Firth,"United Kingdom, United States, Australia",2018-06-02,2010,R,118 min,"Dramas, International Movies","In this biographical drama, Britain's King George VI struggles with an embarrassing stutter until he seeks help from speech therapist Lionel Logue.",118
8381,Movie,The Lake House,Alejandro Agresti,Keanu Reeves,United States,2019-09-01,2006,PG,98 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy","A lonely doctor begins writing letters to the frustrated architect who lives in her former home, only to discover that they're living two years apart.",98
8382,Movie,The Lamb,Timothy Reckart,Steven Yeun,United States,2018-06-04,2017,PG,86 min,"Children & Family Movies, Faith & Spirituality",A big-dreaming donkey escapes his menial existence and befriends some free-spirited animal pals in this imaginative retelling of the Nativity Story.,86
8383,Movie,The Land of the Enlightened,Pieter-Jan De Pue,Sohrab Nazari,"Belgium, Ireland, Netherlands, Germany, Afghanistan",2017-01-01,2016,TV-MA,84 min,"Documentaries, International Movies","In the rugged mountains of Afghanistan, armed bands of young boys survive by scavenging for old land mines, mining lapis lazuli and trading in opium.",84
8384,Movie,The Last Days of Chez Nous,Gillian Armstrong,Lisa Harrow,Australia,2016-11-01,1992,R,93 min,"Classic Movies, Dramas",Successful writer Beth's tepid marriage and home life face a new round of challenges when her footloose younger sister arrives for an extended visit.,93
8385,Movie,The Last Exorcism,Daniel Stamm,Patrick Fabian,"France, United States",2019-09-01,2010,PG-13,88 min,"Horror Movies, Independent Movies, Thrillers","Ready to expose his miraculous deeds as mere trickery, a famed evangelist invites a documentary crew to film his final exorcism.",88
